method	path	tree	basis	tags	operationId
DELETE	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}	ee	source	Secret Rotations	deleteDatabricksServicePrincipalSecretRotation
POST	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}/check-credentials	ee	source	Secret Rotations	checkDatabricksServicePrincipalSecretRotationCredentials
GET	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}/generated-credentials	ee	source	Secret Rotations	getDatabricksServicePrincipalSecretRotationGeneratedCredentials
POST	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}/move	ee	source	Secret Rotations	moveDatabricksServicePrincipalSecretRotation
POST	/api/v2/secret-rotations/databricks-service-principal-secret/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateDatabricksServicePrincipalSecretRotation
GET	/api/v2/secret-rotations/datadog-api-key	ee	source	Secret Rotations	listDatadogAPIKeyRotations
POST	/api/v2/secret-rotations/datadog-api-key	ee	source	Secret Rotations	createDatadogAPIKeyRotation
GET	/api/v2/secret-rotations/datadog-api-key/rotation-name/{rotationName}	ee	source	Secret Rotations	getDatadogAPIKeyRotationByName
GET	/api/v2/secret-rotations/datadog-api-key/{rotationId}	ee	source	Secret Rotations	getDatadogAPIKeyRotation
PATCH	/api/v2/secret-rotations/datadog-api-key/{rotationId}	ee	source	Secret Rotations	updateDatadogAPIKeyRotation
DELETE	/api/v2/secret-rotations/datadog-api-key/{rotationId}	ee	source	Secret Rotations	deleteDatadogAPIKeyRotation
POST	/api/v2/secret-rotations/datadog-api-key/{rotationId}/check-credentials	ee	source	Secret Rotations	checkDatadogAPIKeyRotationCredentials
GET	/api/v2/secret-rotations/datadog-api-key/{rotationId}/generated-credentials	ee	source	Secret Rotations	getDatadogAPIKeyRotationGeneratedCredentials
POST	/api/v2/secret-rotations/datadog-api-key/{rotationId}/move	ee	source	Secret Rotations	moveDatadogAPIKeyRotation
POST	/api/v2/secret-rotations/datadog-api-key/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateDatadogAPIKeyRotation
GET	/api/v2/secret-rotations/datadog-application-key-secret	ee	source	Secret Rotations	listDatadogApplicationKeyRotations
POST	/api/v2/secret-rotations/datadog-application-key-secret	ee	source	Secret Rotations	createDatadogApplicationKeyRotation
GET	/api/v2/secret-rotations/datadog-application-key-secret/rotation-name/{rotationName}	ee	source	Secret Rotations	getDatadogApplicationKeyRotationByName
GET	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}	ee	source	Secret Rotations	getDatadogApplicationKeyRotation
PATCH	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}	ee	source	Secret Rotations	updateDatadogApplicationKeyRotation
DELETE	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}	ee	source	Secret Rotations	deleteDatadogApplicationKeyRotation
POST	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}/check-credentials	ee	source	Secret Rotations	checkDatadogApplicationKeyRotationCredentials
GET	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}/generated-credentials	ee	source	Secret Rotations	getDatadogApplicationKeyRotationGeneratedCredentials
POST	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}/move	ee	source	Secret Rotations	moveDatadogApplicationKeyRotation
POST	/api/v2/secret-rotations/datadog-application-key-secret/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateDatadogApplicationKeyRotation
GET	/api/v2/secret-rotations/dbt-service-token	ee	source	Secret Rotations	listDBTServiceTokenRotations
POST	/api/v2/secret-rotations/dbt-service-token	ee	source	Secret Rotations	createDBTServiceTokenRotation
GET	/api/v2/secret-rotations/dbt-service-token/rotation-name/{rotationName}	ee	source	Secret Rotations	getDBTServiceTokenRotationByName
GET	/api/v2/secret-rotations/dbt-service-token/{rotationId}	ee	source	Secret Rotations	getDBTServiceTokenRotation
PATCH	/api/v2/secret-rotations/dbt-service-token/{rotationId}	ee	source	Secret Rotations	updateDBTServiceTokenRotation
DELETE	/api/v2/secret-rotations/dbt-service-token/{rotationId}	ee	source	Secret Rotations	deleteDBTServiceTokenRotation
POST	/api/v2/secret-rotations/dbt-service-token/{rotationId}/check-credentials	ee	source	Secret Rotations	checkDBTServiceTokenRotationCredentials
GET	/api/v2/secret-rotations/dbt-service-token/{rotationId}/generated-credentials	ee	source	Secret Rotations	getDBTServiceTokenRotationGeneratedCredentials
POST	/api/v2/secret-rotations/dbt-service-token/{rotationId}/move	ee	source	Secret Rotations	moveDBTServiceTokenRotation
POST	/api/v2/secret-rotations/dbt-service-token/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateDBTServiceTokenRotation
GET	/api/v2/secret-rotations/fireworks-api-key	ee	source	Secret Rotations	listFireworksSecretRotations
POST	/api/v2/secret-rotations/fireworks-api-key	ee	source	Secret Rotations	createFireworksSecretRotation
GET	/api/v2/secret-rotations/fireworks-api-key/rotation-name/{rotationName}	ee	source	Secret Rotations	getFireworksSecretRotationByName
GET	/api/v2/secret-rotations/fireworks-api-key/{rotationId}	ee	source	Secret Rotations	getFireworksSecretRotation
PATCH	/api/v2/secret-rotations/fireworks-api-key/{rotationId}	ee	source	Secret Rotations	updateFireworksSecretRotation
DELETE	/api/v2/secret-rotations/fireworks-api-key/{rotationId}	ee	source	Secret Rotations	deleteFireworksSecretRotation
POST	/api/v2/secret-rotations/fireworks-api-key/{rotationId}/check-credentials	ee	source	Secret Rotations	checkFireworksSecretRotationCredentials
GET	/api/v2/secret-rotations/fireworks-api-key/{rotationId}/generated-credentials	ee	source	Secret Rotations	getFireworksSecretRotationGeneratedCredentials
POST	/api/v2/secret-rotations/fireworks-api-key/{rotationId}/move	ee	source	Secret Rotations	moveFireworksSecretRotation
POST	/api/v2/secret-rotations/fireworks-api-key/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateFireworksSecretRotation
GET	/api/v2/secret-rotations/hp-ilo-local-account	ee	source	Secret Rotations	listHPiLOLocalAccountRotations
POST	/api/v2/secret-rotations/hp-ilo-local-account	ee	source	Secret Rotations	createHPiLOLocalAccountRotation
GET	/api/v2/secret-rotations/hp-ilo-local-account/rotation-name/{rotationName}	ee	source	Secret Rotations	getHPiLOLocalAccountRotationByName
GET	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}	ee	source	Secret Rotations	getHPiLOLocalAccountRotation
PATCH	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}	ee	source	Secret Rotations	updateHPiLOLocalAccountRotation
DELETE	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}	ee	source	Secret Rotations	deleteHPiLOLocalAccountRotation
POST	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}/check-credentials	ee	source	Secret Rotations	checkHPiLOLocalAccountRotationCredentials
GET	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}/generated-credentials	ee	source	Secret Rotations	getHPiLOLocalAccountRotationGeneratedCredentials
POST	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}/move	ee	source	Secret Rotations	moveHPiLOLocalAccountRotation
POST	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}/reconcile	ee	source	Secret Rotations	
POST	/api/v2/secret-rotations/hp-ilo-local-account/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateHPiLOLocalAccountRotation
GET	/api/v2/secret-rotations/ldap-password	ee	source	Secret Rotations	listLDAPPasswordRotations
POST	/api/v2/secret-rotations/ldap-password	ee	source	Secret Rotations	createLDAPPasswordRotation
GET	/api/v2/secret-rotations/ldap-password/rotation-name/{rotationName}	ee	source	Secret Rotations	getLDAPPasswordRotationByName
GET	/api/v2/secret-rotations/ldap-password/{rotationId}	ee	source	Secret Rotations	getLDAPPasswordRotation
PATCH	/api/v2/secret-rotations/ldap-password/{rotationId}	ee	source	Secret Rotations	updateLDAPPasswordRotation
DELETE	/api/v2/secret-rotations/ldap-password/{rotationId}	ee	source	Secret Rotations	deleteLDAPPasswordRotation
POST	/api/v2/secret-rotations/ldap-password/{rotationId}/check-credentials	ee	source	Secret Rotations	checkLDAPPasswordRotationCredentials
GET	/api/v2/secret-rotations/ldap-password/{rotationId}/generated-credentials	ee	source	Secret Rotations	getLDAPPasswordRotationGeneratedCredentials
POST	/api/v2/secret-rotations/ldap-password/{rotationId}/move	ee	source	Secret Rotations	moveLDAPPasswordRotation
POST	/api/v2/secret-rotations/ldap-password/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateLDAPPasswordRotation
GET	/api/v2/secret-rotations/litellm-api-key	ee	source	Secret Rotations	listLiteLLMAPIKeyRotations
POST	/api/v2/secret-rotations/litellm-api-key	ee	source	Secret Rotations	createLiteLLMAPIKeyRotation
GET	/api/v2/secret-rotations/litellm-api-key/rotation-name/{rotationName}	ee	source	Secret Rotations	getLiteLLMAPIKeyRotationByName
GET	/api/v2/secret-rotations/litellm-api-key/{rotationId}	ee	source	Secret Rotations	getLiteLLMAPIKeyRotation
PATCH	/api/v2/secret-rotations/litellm-api-key/{rotationId}	ee	source	Secret Rotations	updateLiteLLMAPIKeyRotation
DELETE	/api/v2/secret-rotations/litellm-api-key/{rotationId}	ee	source	Secret Rotations	deleteLiteLLMAPIKeyRotation
POST	/api/v2/secret-rotations/litellm-api-key/{rotationId}/check-credentials	ee	source	Secret Rotations	checkLiteLLMAPIKeyRotationCredentials
GET	/api/v2/secret-rotations/litellm-api-key/{rotationId}/generated-credentials	ee	source	Secret Rotations	getLiteLLMAPIKeyRotationGeneratedCredentials
POST	/api/v2/secret-rotations/litellm-api-key/{rotationId}/move	ee	source	Secret Rotations	moveLiteLLMAPIKeyRotation
POST	/api/v2/secret-rotations/litellm-api-key/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateLiteLLMAPIKeyRotation
GET	/api/v2/secret-rotations/mongodb-credentials	ee	source	Secret Rotations	listMongoDBCredentialsRotations
POST	/api/v2/secret-rotations/mongodb-credentials	ee	source	Secret Rotations	createMongoDBCredentialsRotation
GET	/api/v2/secret-rotations/mongodb-credentials/rotation-name/{rotationName}	ee	source	Secret Rotations	getMongoDBCredentialsRotationByName
GET	/api/v2/secret-rotations/mongodb-credentials/{rotationId}	ee	source	Secret Rotations	getMongoDBCredentialsRotation
PATCH	/api/v2/secret-rotations/mongodb-credentials/{rotationId}	ee	source	Secret Rotations	updateMongoDBCredentialsRotation
DELETE	/api/v2/secret-rotations/mongodb-credentials/{rotationId}	ee	source	Secret Rotations	deleteMongoDBCredentialsRotation
POST	/api/v2/secret-rotations/mongodb-credentials/{rotationId}/check-credentials	ee	source	Secret Rotations	checkMongoDBCredentialsRotationCredentials
GET	/api/v2/secret-rotations/mongodb-credentials/{rotationId}/generated-credentials	ee	source	Secret Rotations	getMongoDBCredentialsRotationGeneratedCredentials
POST	/api/v2/secret-rotations/mongodb-credentials/{rotationId}/move	ee	source	Secret Rotations	moveMongoDBCredentialsRotation
POST	/api/v2/secret-rotations/mongodb-credentials/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateMongoDBCredentialsRotation
GET	/api/v2/secret-rotations/mssql-credentials	ee	source	Secret Rotations	listMicrosoftSQLServerCredentialsRotations
POST	/api/v2/secret-rotations/mssql-credentials	ee	source	Secret Rotations	createMicrosoftSQLServerCredentialsRotation
GET	/api/v2/secret-rotations/mssql-credentials/rotation-name/{rotationName}	ee	source	Secret Rotations	getMicrosoftSQLServerCredentialsRotationByName
GET	/api/v2/secret-rotations/mssql-credentials/{rotationId}	ee	source	Secret Rotations	getMicrosoftSQLServerCredentialsRotation
PATCH	/api/v2/secret-rotations/mssql-credentials/{rotationId}	ee	source	Secret Rotations	updateMicrosoftSQLServerCredentialsRotation
DELETE	/api/v2/secret-rotations/mssql-credentials/{rotationId}	ee	source	Secret Rotations	deleteMicrosoftSQLServerCredentialsRotation
POST	/api/v2/secret-rotations/mssql-credentials/{rotationId}/check-credentials	ee	source	Secret Rotations	checkMicrosoftSQLServerCredentialsRotationCredentials
GET	/api/v2/secret-rotations/mssql-credentials/{rotationId}/generated-credentials	ee	source	Secret Rotations	getMicrosoftSQLServerCredentialsRotationGeneratedCredentials
POST	/api/v2/secret-rotations/mssql-credentials/{rotationId}/move	ee	source	Secret Rotations	moveMicrosoftSQLServerCredentialsRotation
POST	/api/v2/secret-rotations/mssql-credentials/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateMicrosoftSQLServerCredentialsRotation
GET	/api/v2/secret-rotations/mysql-credentials	ee	source	Secret Rotations	listMySQLCredentialsRotations
POST	/api/v2/secret-rotations/mysql-credentials	ee	source	Secret Rotations	createMySQLCredentialsRotation
GET	/api/v2/secret-rotations/mysql-credentials/rotation-name/{rotationName}	ee	source	Secret Rotations	getMySQLCredentialsRotationByName
GET	/api/v2/secret-rotations/mysql-credentials/{rotationId}	ee	source	Secret Rotations	getMySQLCredentialsRotation
PATCH	/api/v2/secret-rotations/mysql-credentials/{rotationId}	ee	source	Secret Rotations	updateMySQLCredentialsRotation
DELETE	/api/v2/secret-rotations/mysql-credentials/{rotationId}	ee	source	Secret Rotations	deleteMySQLCredentialsRotation
POST	/api/v2/secret-rotations/mysql-credentials/{rotationId}/check-credentials	ee	source	Secret Rotations	checkMySQLCredentialsRotationCredentials
GET	/api/v2/secret-rotations/mysql-credentials/{rotationId}/generated-credentials	ee	source	Secret Rotations	getMySQLCredentialsRotationGeneratedCredentials
POST	/api/v2/secret-rotations/mysql-credentials/{rotationId}/move	ee	source	Secret Rotations	moveMySQLCredentialsRotation
POST	/api/v2/secret-rotations/mysql-credentials/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateMySQLCredentialsRotation
GET	/api/v2/secret-rotations/okta-client-secret	ee	source	Secret Rotations	listOktaClientSecretRotations
POST	/api/v2/secret-rotations/okta-client-secret	ee	source	Secret Rotations	createOktaClientSecretRotation
GET	/api/v2/secret-rotations/okta-client-secret/rotation-name/{rotationName}	ee	source	Secret Rotations	getOktaClientSecretRotationByName
GET	/api/v2/secret-rotations/okta-client-secret/{rotationId}	ee	source	Secret Rotations	getOktaClientSecretRotation
PATCH	/api/v2/secret-rotations/okta-client-secret/{rotationId}	ee	source	Secret Rotations	updateOktaClientSecretRotation
DELETE	/api/v2/secret-rotations/okta-client-secret/{rotationId}	ee	source	Secret Rotations	deleteOktaClientSecretRotation
POST	/api/v2/secret-rotations/okta-client-secret/{rotationId}/check-credentials	ee	source	Secret Rotations	checkOktaClientSecretRotationCredentials
GET	/api/v2/secret-rotations/okta-client-secret/{rotationId}/generated-credentials	ee	source	Secret Rotations	getOktaClientSecretRotationGeneratedCredentials
POST	/api/v2/secret-rotations/okta-client-secret/{rotationId}/move	ee	source	Secret Rotations	moveOktaClientSecretRotation
POST	/api/v2/secret-rotations/okta-client-secret/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateOktaClientSecretRotation
GET	/api/v2/secret-rotations/open-router-api-key	ee	source	Secret Rotations	listOpenRouterAPIKeyRotations
POST	/api/v2/secret-rotations/open-router-api-key	ee	source	Secret Rotations	createOpenRouterAPIKeyRotation
GET	/api/v2/secret-rotations/open-router-api-key/rotation-name/{rotationName}	ee	source	Secret Rotations	getOpenRouterAPIKeyRotationByName
GET	/api/v2/secret-rotations/open-router-api-key/{rotationId}	ee	source	Secret Rotations	getOpenRouterAPIKeyRotation
PATCH	/api/v2/secret-rotations/open-router-api-key/{rotationId}	ee	source	Secret Rotations	updateOpenRouterAPIKeyRotation
DELETE	/api/v2/secret-rotations/open-router-api-key/{rotationId}	ee	source	Secret Rotations	deleteOpenRouterAPIKeyRotation
POST	/api/v2/secret-rotations/open-router-api-key/{rotationId}/check-credentials	ee	source	Secret Rotations	checkOpenRouterAPIKeyRotationCredentials
GET	/api/v2/secret-rotations/open-router-api-key/{rotationId}/generated-credentials	ee	source	Secret Rotations	getOpenRouterAPIKeyRotationGeneratedCredentials
POST	/api/v2/secret-rotations/open-router-api-key/{rotationId}/move	ee	source	Secret Rotations	moveOpenRouterAPIKeyRotation
POST	/api/v2/secret-rotations/open-router-api-key/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateOpenRouterAPIKeyRotation
GET	/api/v2/secret-rotations/openai-service-account	ee	source	Secret Rotations	listOpenAIServiceAccountRotations
POST	/api/v2/secret-rotations/openai-service-account	ee	source	Secret Rotations	createOpenAIServiceAccountRotation
GET	/api/v2/secret-rotations/openai-service-account/rotation-name/{rotationName}	ee	source	Secret Rotations	getOpenAIServiceAccountRotationByName
GET	/api/v2/secret-rotations/openai-service-account/{rotationId}	ee	source	Secret Rotations	getOpenAIServiceAccountRotation
PATCH	/api/v2/secret-rotations/openai-service-account/{rotationId}	ee	source	Secret Rotations	updateOpenAIServiceAccountRotation
DELETE	/api/v2/secret-rotations/openai-service-account/{rotationId}	ee	source	Secret Rotations	deleteOpenAIServiceAccountRotation
POST	/api/v2/secret-rotations/openai-service-account/{rotationId}/check-credentials	ee	source	Secret Rotations	checkOpenAIServiceAccountRotationCredentials
GET	/api/v2/secret-rotations/openai-service-account/{rotationId}/generated-credentials	ee	source	Secret Rotations	getOpenAIServiceAccountRotationGeneratedCredentials
POST	/api/v2/secret-rotations/openai-service-account/{rotationId}/move	ee	source	Secret Rotations	moveOpenAIServiceAccountRotation
POST	/api/v2/secret-rotations/openai-service-account/{rotationId}/rotate-secrets	ee	source	Secret Rotations	rotateOpenAIServiceAccountRotation
GET	/api/v2/secret-rotations/options	ee	source	Secret Rotations	listSecretRotationOptions
GET	/api/v2/secret-rotations/oracledb-credentials	ee	source	Secret Rotations	listOracleDBCredentialsRotations
POST	/api/v2/secret-rotations/oracledb-credentials	ee	source	Secret Rotations	createOracleDBCredentialsRotation
